Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,Genspe,MaxSizeTL,Diet,Schooling,Movimentation,sstmean
1319,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.4,21.9,0.181,UAE18---_HETEVULG_18.4,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1320,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.5,33.2,0.606,UAE18---_HETEVULG_27.5,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1321,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.2,26.7,0.299,UAE18---_HETEVULG_22.2,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1322,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.6,27.3,0.302,UAE18---_HETEVULG_22.6,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1323,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.9,25.5,0.248,UAE18---_HETEVULG_20.9,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1324,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21,25,0.261,UAE18---_HETEVULG_21,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1325,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17,21.2,0.143,UAE18---_HETEVULG_17,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1326,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.4,22.6,0.165,UAE18---_HETEVULG_18.4,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1327,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.1,16.4,0.073,UAE18---_HETEVULG_14.1,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1328,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.4,22.3,0.172,UAE18---_HETEVULG_18.4,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1329,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.2,26.1,0.255,UAE18---_HETEVULG_21.2,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1330,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.6,26.9,0.309,UAE18---_HETEVULG_22.6,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1331,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.3,27.2,0.293,UAE18---_HETEVULG_22.3,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1332,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25,29.8,0.446,UAE18---_HETEVULG_25,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1333,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.4,20.9,0.148,UAE18---_HETEVULG_17.4,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1334,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.6,16.4,0.074,UAE18---_HETEVULG_13.6,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1335,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.1,26.7,0.328,UAE18---_HETEVULG_22.1,25.60254,56.35142,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1336,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,809,UAE18809,Gobiidae,Callogobius,speA,CALLSPEA,35.6,44,0.982,UAE18809_CALLSPEA_35.6,25.49206,56.36461,Comm,Cal. speA,7,InvMob,Solitr,BnthDw,28.25
1337,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,810,UAE18810,Gobiidae,Callogobius,speA,CALLSPEA,21.4,26.9,0.266,UAE18810_CALLSPEA_21.4,25.49206,56.36461,Vial,Cal. speA,7,InvMob,Solitr,BnthDw,28.25
1338,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.5,29.5,0.322,UAE18---_HELCFUSC_24.5,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1339,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.2,30.2,0.346,UAE18---_HELCFUSC_25.2,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1340,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.8,27.9,0.28,UAE18---_HELCFUSC_23.8,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1341,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21,26.4,0.212,UAE18---_HELCFUSC_21,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1342,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.5,27.9,0.272,UAE18---_HELCFUSC_24.5,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1343,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,29.5,33.6,0.422,UAE18---_HELCFUSC_29.5,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1344,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.7,26.5,0.24,UAE18---_HELCFUSC_23.7,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1345,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25,30.4,0.353,UAE18---_HELCFUSC_25,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1346,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,32.2,38.2,0.697,UAE18---_HELCFUSC_32.2,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1347,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.4,30,0.317,UAE18---_HELCFUSC_25.4,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1348,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.6,27.1,0.232,UAE18---_HELCFUSC_23.6,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1349,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.1,26.6,0.228,UAE18---_HELCFUSC_24.1,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1350,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.8,26.2,0.214,UAE18---_HELCFUSC_21.8,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1351,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.1,27.5,0.231,UAE18---_HELCFUSC_23.1,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1352,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,20.4,22.9,0.126,UAE18---_HELCFUSC_20.4,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1353,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.8,29.6,0.275,UAE18---_HELCFUSC_24.8,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1354,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.8,30.8,0.371,UAE18---_HELCFUSC_25.8,25.49206,56.36461,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
1355,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.6,24.1,0.136,UAE18---_ENNEVENT_19.6,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1356,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,21.8,24.3,0.178,UAE18---_ENNEVENT_21.8,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1357,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.7,23.3,0.139,UAE18---_ENNEVENT_19.7,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1358,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.9,23.4,0.157,UAE18---_ENNEVENT_18.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1359,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.3,0.113,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1360,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,22.5,0.154,UAE18---_ENNEVENT_18.3,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1361,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,21.4,0.125,UAE18---_ENNEVENT_17.8,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1362,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.3,22.9,0.137,UAE18---_ENNEVENT_19.3,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1363,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,20.3,23.6,0.174,UAE18---_ENNEVENT_20.3,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1364,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,20.7,0.091,UAE18---_ENNEVENT_16.6,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1365,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,19.1,0.099,UAE18---_ENNEVENT_17.3,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1366,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.5,23.1,0.161,UAE18---_ENNEVENT_19.5,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1367,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,20.4,0.094,UAE18---_ENNEVENT_17.8,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1368,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.2,21.3,0.097,UAE18---_ENNEVENT_18.2,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1369,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,21.8,0.112,UAE18---_ENNEVENT_18.3,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1370,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.4,22.3,0.131,UAE18---_ENNEVENT_18.4,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1371,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,20.9,0.118,UAE18---_ENNEVENT_17.3,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1372,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.2,21.6,0.124,UAE18---_ENNEVENT_18.2,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1373,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.8,0.125,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1374,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.7,23,0.119,UAE18---_ENNEVENT_18.7,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1375,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,22,0.11,UAE18---_ENNEVENT_17.8,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1376,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.4,22.3,0.136,UAE18---_ENNEVENT_18.4,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1377,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.4,22.3,0.142,UAE18---_ENNEVENT_18.4,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1378,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.7,23,0.155,UAE18---_ENNEVENT_19.7,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1379,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,21.1,0.134,UAE18---_ENNEVENT_17.6,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1380,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,21.2,0.122,UAE18---_ENNEVENT_18.1,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1381,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.1,0.156,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1382,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.9,22.8,0.134,UAE18---_ENNEVENT_19.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1383,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.9,23.2,0.172,UAE18---_ENNEVENT_18.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1384,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,21.2,25.6,0.202,UAE18---_ENNEVENT_21.2,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1385,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.6,22.7,0.149,UAE18---_ENNEVENT_18.6,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1386,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.9,21.9,0.111,UAE18---_ENNEVENT_16.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1387,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,20.8,0.101,UAE18---_ENNEVENT_17.6,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1388,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,21.1,0.099,UAE18---_ENNEVENT_17.3,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1389,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,20.8,0.093,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1390,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.2,22.4,0.132,UAE18---_ENNEVENT_18.2,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1391,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.3,17.5,0.061,UAE18---_ENNEVENT_14.3,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1392,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.9,23.5,0.166,UAE18---_ENNEVENT_18.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1393,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,19.3,0.086,UAE18---_ENNEVENT_16.4,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1394,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.3,0.138,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1395,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,20.5,0.116,UAE18---_ENNEVENT_16.7,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1396,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.9,23,0.14,UAE18---_ENNEVENT_18.9,25.49206,56.36461,NPNT-Lot,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1397,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,811,UAE18811,Muraenidae,Gymnothorax,speA,GYMNSPEA,73.1,75.8,0.619,UAE18811_GYMNSPEA_73.1,25.49206,56.36461,Comm,Gym. speA,59.5,InvMob,Solitr,BnthDw,28.25
1398,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,812,UAE18812,Muraenidae,Gymnothorax,speA,GYMNSPEA,122.7,125.3,2.702,UAE18812_GYMNSPEA_122.7,25.49206,56.36461,Comm,Gym. speA,59.5,InvMob,Solitr,BnthDw,28.25
1399,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,813,UAE18813,Serranidae,Cephalopholis,hemistiktos,EPINHEMI,83,103.4,17.55,UAE18813_EPINHEMI_83,25.49206,56.36461,Comm,Cep. hemistiktos,35,FisCep,Pairng,BnthDw,28.25
1400,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,814,UAE18814,Gobiidae,Istigobius,speA,ISTISPEA,49,63,2.792,UAE18814_ISTISPEA_49,25.49206,56.36461,Comm,Ist. speA,11,InvMob,Solitr,BnthDw,28.25
1401,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,815,UAE18815,Blenniidae,Ecsenius,pulcher,ECSEPULC,33.1,41.9,0.793,UAE18815_ECSEPULC_33.1,25.49206,56.36461,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
