Number,Location,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,
1179,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.9,24.2,0.172,UAE18---_ENNEVENT_19.9,25.60345,56.35132,NPNT-Lot,
1180,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,19.3,0.08,UAE18---_ENNEVENT_16.2,25.60345,56.35132,NPNT-Lot,
1181,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.5,22.6,0.149,UAE18---_ENNEVENT_19.5,25.60345,56.35132,NPNT-Lot,
1182,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.5,21.8,0.119,UAE18---_ENNEVENT_18.5,25.60345,56.35132,NPNT-Lot,
1183,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21,0.134,UAE18---_ENNEVENT_17.9,25.60345,56.35132,NPNT-Lot,
1184,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.5,21.3,0.145,UAE18---_ENNEVENT_18.5,25.60345,56.35132,NPNT-Lot,
1185,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.8,21.8,0.134,UAE18---_ENNEVENT_18.8,25.60345,56.35132,NPNT-Lot,
1186,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.7,20.7,0.115,UAE18---_ENNEVENT_17.7,25.60345,56.35132,NPNT-Lot,
1187,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.6,19,0.092,UAE18---_ENNEVENT_15.6,25.60345,56.35132,NPNT-Lot,
1188,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,21.3,24.7,0.193,UAE18---_ENNEVENT_21.3,25.60345,56.35132,NPNT-Lot,
1189,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,20.5,0.116,UAE18---_ENNEVENT_17.8,25.60345,56.35132,NPNT-Lot,
1190,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,20.4,0.105,UAE18---_ENNEVENT_17.6,25.60345,56.35132,NPNT-Lot,
1191,Fujairah,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.3,18.5,0.077,UAE18---_ENNEVENT_15.3,25.60345,56.35132,NPNT-Lot,
1192,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,735,UAE18735,Gobiidae,Callogobius,speA,CALLSPEA,34.9,41.9,1.167,UAE18735_CALLSPEA_34.9,25.60254,56.35142,Comm,
1193,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,736,UAE18736,Gobiidae,Priolepis,cincta,PRIOCINC,23.3,30.6,0.43,UAE18736_PRIOCINC_23.3,25.60254,56.35142,Vial,
1194,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,737,UAE18737,Gobiidae,Priolepis,semidoliata,PRIOSEMI,19,24.4,0.229,UAE18737_PRIOSEMI_19,25.60254,56.35142,Vial,
1195,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,738,UAE18738,Gobiidae,Coryogalops,anomalus,CORYANOM,21.5,26.3,0.231,UAE18738_CORYANOM_21.5,25.60254,56.35142,Vial,
1196,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,739,UAE18739,Gobiidae,Istigobius,speA,ISTISPEA,46,57.7,2.083,UAE18739_ISTISPEA_46,25.60254,56.35142,Comm,
1197,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,740,UAE18740,Gobiidae,Istigobius,speA,ISTISPEA,30.6,39.6,0.657,UAE18740_ISTISPEA_30.6,25.60254,56.35142,Vial,
1199,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,741,UAE18741,Gobiidae,Coryogalops,anomalus,CORYANOM,19.2,23.8,0.17,UAE18741_CORYANOM_19.2,25.60254,56.35142,Vial,
1200,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,742,UAE18742,Gobiidae,Coryogalops,anomalus,CORYANOM,17.3,20.7,0.112,UAE18742_EVIOGUTT_17.3,25.60254,56.35142,Vial,
1201,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,743,UAE18743,Gobiidae,Eviota,guttata,EVIOGUTT,19,22.7,0.152,UAE18743_EVIOGUTT_19,25.60254,56.35142,Vial,
1202,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,744,UAE18744,Gobiidae,Eviota,guttata,EVIOGUTT,20.1,24.5,0.18,UAE18744_EVIOGUTT_20.1,25.60254,56.35142,Vial,
1203,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,745,UAE18745,Gobiidae,Eviota,guttata,EVIOGUTT,18.9,23.8,0.174,UAE18745_CORYANOM_18.9,25.60254,56.35142,Vial,
1204,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,746,UAE18746,Gobiidae,Coryogalops,anomalus,CORYANOM,16,18.5,0.078,UAE18746_CORYANOM_16,25.60254,56.35142,Vial,
1205,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,747,UAE18747,Gobiidae,Coryogalops,anomalus,CORYANOM,24.4,29.3,0.316,UAE18747_EVIOGUTT_24.4,25.60254,56.35142,Vial,
1206,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,748,UAE18748,Gobiidae,Eviota,guttata,EVIOGUTT,17,19.8,0.108,#REF!,25.60254,56.35142,Vial,
1207,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,749,UAE18749,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.7,28.7,0.281,UAE18749_HELCFUSC_23.7,25.60254,56.35142,Vial,
1208,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,750,UAE18750,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.1,25.5,0.199,UAE18750_HELCFUSC_21.1,25.60254,56.35142,Vial,
1209,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,751,UAE18751,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.8,28.8,0.293,UAE18751_HELCFUSC_23.8,25.60254,56.35142,Vial,
1210,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,752,UAE18752,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.3,29.6,0.294,UAE18752_HELCFUSC_24.3,25.60254,56.35142,Vial,
1211,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,753,UAE18753,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.3,30.5,0.342,UAE18753_HELCFUSC_25.3,25.60254,56.35142,Vial,
1212,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,754,UAE18754,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.4,28.6,0.268,UAE18754_HELCFUSC_23.4,25.60254,56.35142,Vial,
1213,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,755,UAE18755,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.8,31.6,0.366,UAE18755_HELCFUSC_25.8,25.60254,56.35142,Vial,
1214,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,756,UAE18756,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.5,29.4,0.311,UAE18756_HELCFUSC_24.5,25.60254,56.35142,Vial,
1215,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,757,UAE18757,Blenniidae,Ecsenius,pulcher,ECSEPULC,27.9,32.6,0.452,UAE18757_ECSEPULC_27.9,25.60254,56.35142,Vial,
1216,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,758,UAE18758,Blenniidae,Ecsenius,pulcher,ECSEPULC,47.9,61.9,1.632,UAE18758_ECSEPULC_47.9,25.60254,56.35142,Comm,Tag = 358
1217,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,759,UAE18759,Blenniidae,Ecsenius,pulcher,ECSEPULC,37.2,43.7,1.104,UAE18759_ECSEPULC_37.2,25.60254,56.35142,Comm,
1218,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,760,UAE18760,Blenniidae,Ecsenius,pulcher,ECSEPULC,34.3,41,0.726,UAE18760_ECSEPULC_34.3,25.60254,56.35142,Comm,
1219,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,761,UAE18761,Blenniidae,Antennablennius,speA,ANTESPEA,30.4,35.7,0.448,UAE18761_ANTESPEA_30.4,25.60254,56.35142,Vial,
1220,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,762,UAE18762,Blenniidae,Antennablennius,speA,ANTESPEA,29.2,34.2,0.402,UAE18762_ANTESPEA_29.2,25.60254,56.35142,Vial,
1221,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,763,UAE18763,Blenniidae,Antennablennius,speA,ANTESPEA,23.3,29.4,0.306,UAE18763_ANTESPEA_23.3,25.60254,56.35142,Vial,
1222,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,764,UAE18764,Blenniidae,Antennablennius,speA,ANTESPEA,26.3,32.3,0.46,UAE18764_ANTESPEA_26.3,25.60254,56.35142,Vial,
1223,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,765,UAE18765,Blenniidae,Antennablennius,speA,ANTESPEA,23.3,28,0.297,UAE18765_ANTESPEA_23.3,25.60254,56.35142,Vial,
1224,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,766,UAE18766,Blenniidae,Antennablennius,speA,ANTESPEA,23.1,26.9,0.266,UAE18766_ANTESPEA_23.1,25.60254,56.35142,Vial,
1225,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,767,UAE18767,Blenniidae,Antennablennius,speA,ANTESPEA,22.3,27.1,0.267,UAE18767_ANTESPEA_22.3,25.60254,56.35142,Vial,
1226,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,768,UAE18768,Blenniidae,Antennablennius,speA,ANTESPEA,22.2,26.8,0.244,UAE18768_ANTESPEA_22.2,25.60254,56.35142,Vial,
1227,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,769,UAE18769,Blenniidae,Antennablennius,speA,ANTESPEA,25.3,30,0.276,UAE18769_ANTESPEA_25.3,25.60254,56.35142,Vial,
1228,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,770,UAE18770,Blenniidae,Antennablennius,speB,ANTESPEB,22.7,26.6,0.271,UAE18770_ANTESPEB_22.7,25.60254,56.35142,Vial,
1229,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,771,UAE18771,Blenniidae,Antennablennius,speA,ANTESPEA,23.3,27.7,0.27,UAE18771_ANTESPEA_23.3,25.60254,56.35142,Vial,
1230,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,772,UAE18772,Blenniidae,Antennablennius,speB,ANTESPEB,22.3,27.8,0.274,UAE18772_ANTESPEB_22.3,25.60254,56.35142,Vial,
1231,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,773,UAE18773,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,52.3,62.4,3.902,UAE18773_OSTOCYAN_52.3,25.60254,56.35142,Comm,
1232,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,774,UAE18774,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,51.2,62.5,4.004,UAE18774_OSTOCYAN_51.2,25.60254,56.35142,Comm,
1233,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,775,UAE18775,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,48.1,60.5,3.685,UAE18775_OSTOCYAN_48.1,25.60254,56.35142,Comm,
1234,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,776,UAE18776,Muraenidae,Gymnothorax,speA,GYMNSPEA,199.7,204.5,15.805,UAE18776_GYMNSPEA_199.7,25.60254,56.35142,Comm,Small camera
1235,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,777,UAE18777,Pomacentridae,Chromis,xanthopterygius,CHROXANT,68.2,93.8,14.752,UAE18777_CHROXANT_68.2,25.60254,56.35142,Trash,Small camera
1236,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,778,UAE18778,Pomacentridae,Pomacentrus,leptus,POMALEPT,38,45.6,2.117,UAE18778_POMALEPT_38,25.60254,56.35142,Comm,
1237,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,779,UAE18779,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,42.1,54.7,2.859,UAE18779_NEOPCYAN_42.1,25.60254,56.35142,Comm,
1238,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,780,UAE18780,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,45.5,58.9,3.123,UAE18780_NEOPCYAN_45.5,25.60254,56.35142,Comm,
1239,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,781,UAE18781,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,25.6,32.1,0.588,UAE18781_NEOPCYAN_25.6,25.60254,56.35142,Vial,
1240,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,782,UAE18782,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,32.6,42.3,1.199,UAE18782_NEOPMIRY_32.6,25.60254,56.35142,Comm,
1241,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,783,UAE18783,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,32.8,41,1.055,UAE18783_NEOPMIRY_32.8,25.60254,56.35142,UAE-jar,
1242,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,784,UAE18784,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,29.2,40.3,1.003,UAE18784_NEOPMIRY_29.2,25.60254,56.35142,Comm,
1243,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,785,UAE18785,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,12.9,15.7,0.065,UAE18785_NEOPMIRY_12.9,25.60254,56.35142,Vial,
1244,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,786,UAE18786,Pomacentridae,Chromis,flavaxilla,CHROFLAV,31.1,38.3,1.38,UAE18786_CHROFLAV_31.1,25.60254,56.35142,Comm,
1245,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,787,UAE18787,Pomacentridae,Chromis,flavaxilla,CHROFLAV,31.4,47.2,2.617,UAE18787_CHROFLAV_31.4,25.60254,56.35142,Comm,
1246,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,788,UAE18788,Pomacentridae,Chromis,flavaxilla,CHROFLAV,40.7,51.3,3.169,UAE18788_CHROFLAV_40.7,25.60254,56.35142,UAE-jar,
1247,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,789,UAE18789,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,20.6,24.5,0.19,UAE18789_HELCFUSC_20.6,25.60254,56.35142,Vial,
1248,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,790,UAE18790,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.6,21.2,0.122,UAE18790_ENNEVENT_18.6,25.60254,56.35142,Vial,
1249,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,791,UAE18791,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.6,22.9,0.166,UAE18791_ENNEVENT_19.6,25.60254,56.35142,Vial,
1250,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,792,UAE18792,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,21.8,25.7,0.193,UAE18792_ENNEVENT_21.8,25.60254,56.35142,Vial,
1251,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,793,UAE18793,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,20.5,25.1,0.156,UAE18793_HELCFUSC_20.5,25.60254,56.35142,Vial,
1252,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,794,UAE18794,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.5,21.8,0.112,UAE18794_ENNEVENT_18.5,25.60254,56.35142,Vial,
1253,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,795,UAE18795,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,20.9,0.113,UAE18795_ENNEVENT_17.5,25.60254,56.35142,Vial,
1254,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,796,UAE18796,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.3,25.7,0.209,UAE18796_HELCFUSC_22.3,25.60254,56.35142,Vial,
1255,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,797,UAE18797,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21,25.6,0.204,UAE18797_HELCFUSC_21,25.60254,56.35142,Vial,
1256,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,798,UAE18798,Gobiidae,Coryogalops,anomalus,CORYANOM,27.7,33.9,0.526,UAE18798_CORYANOM_27.7,25.60254,56.35142,Vial,
1257,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,799,UAE18799,Gobiidae,Coryogalops,anomalus,CORYANOM,25.9,31.3,0.388,UAE18799_CORYANOM_25.9,25.60254,56.35142,Vial,
1258,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,800,UAE18800,Gobiidae,Coryogalops,anomalus,CORYANOM,21.2,25.5,0.213,UAE18800_CORYANOM_21.2,25.60254,56.35142,Vial,
1259,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,801,UAE18801,Gobiidae,Coryogalops,anomalus,CORYANOM,16.8,20.6,0.123,UAE18801_CORYANOM_16.8,25.60254,56.35142,Vial,
1260,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,802,UAE18802,Gobiidae,Coryogalops,anomalus,CORYANOM,18.9,18.9,0.251,UAE18802_CORYANOM_18.9,25.60254,56.35142,Vial,
1261,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,803,UAE18803,Gobiidae,Coryogalops,anomalus,CORYANOM,19.9,24,0.172,UAE18803_CORYANOM_19.9,25.60254,56.35142,Vial,
1262,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,804,UAE18804,Gobiidae,Hetereleotris,vulgaris,HETEVULG,28.4,34,0.615,UAE18804_HETEVULG_28.4,25.60254,56.35142,Vial,
1263,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,805,UAE18805,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.3,22.7,0.173,UAE18805_HETEVULG_19.3,25.60254,56.35142,Vial,
1264,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,806,UAE18806,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25.2,30.5,0.445,UAE18806_HETEVULG_25.2,25.60254,56.35142,Vial,
1265,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,807,UAE18807,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.8,20.7,0.136,UAE18807_HETEVULG_16.8,25.60254,56.35142,Vial,
1266,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,808,UAE18808,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.2,17.5,0.067,UAE18808_HETEVULG_14.2,25.60254,56.35142,Vial,
1267,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,41.3,54.3,2.86,UAE18---_NEOPCYAN_41.3,25.60254,56.35142,NPNT-Trash,
1268,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,22.5,27.6,0.393,UAE18---_NEOPCYAN_22.5,25.60254,56.35142,NPNT-Trash,
1269,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,7.7,14.9,0.052,UAE18---_NEOPCYAN_7.7,25.60254,56.35142,NPNT-Trash,
1270,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,34.5,42.3,2.004,UAE18---_CHROFLAV_34.5,25.60254,56.35142,NPNT-Trash,
1271,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,30.9,37.5,1.454,UAE18---_CHROFLAV_30.9,25.60254,56.35142,NPNT-Trash,
1272,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,39.6,51.4,3.321,UAE18---_CHROFLAV_39.6,25.60254,56.35142,NPNT-Trash,
1273,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,41.2,52.9,3.73,UAE18---_CHROFLAV_41.2,25.60254,56.35142,NPNT-Trash,
1274,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,38.2,47.3,2.764,UAE18---_CHROFLAV_38.2,25.60254,56.35142,NPNT-Trash,
1275,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,40.6,53.3,3.478,UAE18---_CHROFLAV_40.6,25.60254,56.35142,NPNT-Trash,
1276,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,37.5,47.9,3.031,UAE18---_CHROFLAV_37.5,25.60254,56.35142,NPNT-Trash,
1277,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,39,49.6,3.436,UAE18---_CHROFLAV_39,25.60254,56.35142,NPNT-Trash,
1278,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,34.5,45.2,2.669,UAE18---_CHROFLAV_34.5,25.60254,56.35142,NPNT-Trash,
1279,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,37,47.5,3.074,UAE18---_CHROFLAV_37,25.60254,56.35142,NPNT-Trash,
1280,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,33.8,43.9,2.461,UAE18---_CHROFLAV_33.8,25.60254,56.35142,NPNT-Trash,
1281,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,31.9,40.8,1.775,UAE18---_CHROFLAV_31.9,25.60254,56.35142,NPNT-Trash,
1282,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,43.1,54.5,3.508,UAE18---_CHROFLAV_43.1,25.60254,56.35142,NPNT-Trash,
1283,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,29.9,38.6,1.535,UAE18---_CHROFLAV_29.9,25.60254,56.35142,NPNT-Trash,
1284,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,41,52.5,3.461,UAE18---_CHROFLAV_41,25.60254,56.35142,NPNT-Trash,
1285,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Pomacentridae,Chromis,flavaxilla,CHROFLAV,38,49.1,1.887,UAE18---_CHROFLAV_38,25.60254,56.35142,NPNT-Trash,
1286,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,20,23.3,0.182,UAE18---_ENNEVENT_20,25.60254,56.35142,NPNT-Lot,
1287,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.8,22.3,0.122,UAE18---_ENNEVENT_18.8,25.60254,56.35142,NPNT-Lot,
1288,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,20.7,24.1,0.178,UAE18---_ENNEVENT_20.7,25.60254,56.35142,NPNT-Lot,
1289,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,20.9,0.133,UAE18---_ENNEVENT_18.1,25.60254,56.35142,NPNT-Lot,
